,Псковская областная общественная организация &#8220;Союз патриотов псковщины - Псковская Русь&#8221;,"Комплекс благотворительных мероприятий по социальной и духовной поддержке ветеранов Великой Отечественной войны в г. Великие Луки &#8220;Мы гордимся вами, ветераны!&#8221; № заявки: 259",450.550
,Общественная организация Псковской области &#8220;Независимый социальный женский Центр&#8221;,"&#8220;За безопасность в семье&#8221; - создание в Псковской области сети реабилитационных центров  оказания помощи женщинам и детям, подвергающимся насилию № заявки: 895",740 тыс.
,Псковская областная общественная организация &#8220;Дети Чернобыля&#8221;,Продолжение проекта&#8221;Оздоровление детей &#8220;Чернобыля&#8221; № заявки: 1027,590.594
Ростовская область,,
,Организация,Проект,"Сумма, руб."
,Ростовское региональное отделение общероссийского общественного благотворительного фонда &#8220;Российский детский фонд&#8221;,"Социальный проект &#8220;Приемная семья&#8221; -  Увеличение числа детей-сирот, переданных в семьи № заявки: 25",1млн. 20 тыс. 320
,Региональная общественная организация инвалидов «Центр реабилитации инвалидов»,Социальная мастерская &#8220;Поможем друг другу&#8221; № заявки: 120,700 тыс.
,Зерноградская районная организация Ростовской областной организации общероссийской общественной организации &#8220;Всероссийское общество инвалидов&#8221;,Благотворительная помощь малообеспеченным категориям населения № заявки: 165,300 тыс.
,Региональная  общественная организация инвалидов &#8220;Центр реабилитации инвалидов&#8221;,«Брызги лета». Реабилитация инвалидов через реализацию творческих способностей. № заявки: 242,470 тыс.
,Северо-Кавказский межрегиональный фонд социальной поддержки ветеранов и военнослужащих разведки и подразделений специального назначения &#8220;СПЕЦНАЗ&#8221;,"Социальная и духовная поддержка инвалидов, ветеранов и военнослужащих разведки, подразделений специального назначения и членов семей погибших военнослужащих &#8220;Плечом к плечу в бою и мирной жизни&#8221;. № заявки: 380",800 тыс.
,Общественная организация инвалидов г. Волгодонска Ростовской областной организации &#8220;Всероссийское общество инвалидов&#8221;,Клуб по интересам для детей-инвалидов и подростков &#8220;Берег надежды&#8221; № заявки: 664,500 тыс.
,Автономная некоммерческая организация «Региональный ресурсный центр по профилактике насилия».,&#8220;Учимся жить без насилия&#8221; - Формирование ненасильственного стиля взаимоотношений у подрастающего поколения № заявки: 682,200 тыс.
,Автономная некоммерческая организация &#8220;Общественный центр социальных инициатив&#8221;,Помощь детям и молодежи с ограниченными физическими возможностями и из неблагополучных семей в развитии творческих способностей и приобретении навыков в декоративно-прикладных ремеслах &#8220;Ростки творчества&#8221; № заявки: 702,1 млн.
,Ростовская городская диабетическая общественная организация инвалидов &#8220;ДиаДон&#8221;,Работа социально досугового клуба &#8220;Умелые руки&#8221; для инвалидов пожилого возраста больных сахарным диабетом (БСД). № заявки: 767,432.310
,Некоммерческое партнерство &#8220;Милосердие&#8221;,Обеспечение доступности среды обитания для маломобильных групп населения - инвалидов с нарушением функций опорно-двигательного аппарата к объектам социальной  сферы путем организации их перевозок   в специализированных автобусах в черте города и области № заявки: 898,520 тыс.
Рязанская область,,
,Организация,Проект,"Сумма, руб."
,Некоммерческая благотворительная организация Фонд &#8220;Социальная помощь&#8221;,&#8220;Мы вместе&#8221; - работа по вовлечению инвалидов детства и молодых инвалидов в жизнь общества № заявки: 99,440 тыс.
,Рязанская региональная общественная организация &#8220;Православные Витязи&#8221;,&#8220;Усилия гражданского общества - на воспитание защитников России&#8221;. Финансовая поддержка малоимущих и социально незащищенных категорий граждан в сфере организации достойного досуга их детей. № заявки: 980,"1,5 млн."
Самарская область,,
,Организация,Проект,"Сумма, руб."
,Самарское региональное отделение Конфедерации деловых женщин России,Социальный статус инвалидов и пенсионеров в 21 веке &#8220;Ты не один&#8230;&#8221;- Социокультурная реабилитация лиц с ограниченными возможностями здоровья. № заявки: 47,500 тыс.
,Некоммерческое партнерство &#8220;Социальный центр &#8220;Живая вода&#8221;,Распространение положительного опыта работы Тольяттинского центра социальной адаптации и восстановления личности на другие регионы РФ № заявки: 215,300 тыс.
,Автономная некоммерческая организация  &#8221; Самарский хоспис&#8221;,&#8220;Создание социально-психологического комфорта инкурабельным онкологическим пациентам и их семьям&#8221; № заявки: 236,469.690
,Фонд &#8220;Социальные инвестиции&#8221;,&#8220;Социальная реинтеграция исключенных категорий граждан&#8221; - ресоциализация и реинтеграция в общество бездомных и бывших заключенных  Самарской области № заявки: 255,729 тыс.
,Самарская  региональная общественная организация  инвалидов &#8220;Призма&#8221;,"Создание службы патронажной сестры для инвалидов, имеющих ограничения в передвижении № заявки: 303",600 тыс.
,Самарская областная организация Общероссийской общественной организации инвалидов &#8220;Всероссийского Ордена Трудового Красного Знамени общества слепых&#8221;,Комплексная реабилитация инвалидов по зрению в условиях активного отдыха - развитие туризма и спорта № заявки: 375,281.422
,Самарская городская общественная организация &#8220;Истари&#8221;,Восстановление связи. Помощь беременным из малообеспеченных семей. № заявки: 415,255 тыс.
,Самарская автономная некоммерческая организация «СК-студия»,«Художественное творчество для развития культуры слабовидящих и слепых детей» («Руками трогать разрешается!») № заявки: 643,450 тыс.
,Самарская региональная общественная организация  инвалидов &#8220;Центр социальных инициатив&#8221;,Создание службы ранней комплексной помощи незрячим и слабовидящим детям № заявки: 747,580 тыс.
,Общественный фонд &#8220;Самарское областное отделение Российского фонда мира&#8221;,"&#8220;Социальная адаптация и интеграция детей-инвалидов, детей-сирот и детей ,оставшихся без попечения родителей&#8221; № заявки: 790",600 тыс.
Санкт-Петербург,,
,Организация,Проект,"Сумма, руб."
,Санкт-Петербургская благотворительная общественная организация помощи детям-инвалидам &#8220;Умка&#8221;,Проект комплекса социально-реабилитационных мероприятий для детей-инвалидов &#8220;Умка 2008-2009&#8243; № заявки: 10,"1,5 млн."
,"Санкт-Петербургская региональная общественная организация инвалидов, ветеранов, блокадников&#8221;Бабушки и дедушки&#8221;","&#8220;Пожилой петербуржец -хранитель традиций&#8221; - Социальное обслуживание нуждающихся пожилых людей, удовлетворение их профессиональных, интеллектуальных и культурных потребностей, укрепление и развитие  связей между поколениями. № заявки: 92",500  тыс.
,Региональное общественное благотворительное движение &#8220;Большая Медведица&#8221;,"Целевая социальная программа &#8220;Большая Медведица&#8221;. Культурные, образовательные и реабилитационные мероприятия для  детей-инвалидов, сирот, малообеспеченным семьям. № заявки: 93",2 млн. 100 тыс.
,Региональная благотворительная общественная организация &#8220;Северная Пальмира&#8221;,"Социальный проект &#8220;Защитникам Отечества&#8230;&#8221; - Создание и реализация комплексных мер по социализации, адаптации и интеграции в современное общество матерей, вдов, детей и подростков семей военнослужащих, погибших при исполнении служебного долга . № заявки: 94",400 тыс.
,Некоммерческая организация Фонд  «Развития детского и юношеского спорта» г. Санкт-Петербурга,&#8220;Здоровый ребёнок - в промышленном мегаполисе&#8221;. Изучение и мониторинг состояния здоровья подрастающего поколения в рамках проекта &#8220;Здоровье нации&#8221; № заявки: 126,4 млн.
,Некоммерческая организация &#8220;Фонд поддержки программ ГУФСИН по Санкт-Петербургу и Ленинградской области&#8221;,"Создание центра по информационно-правовому обеспечению и помощи в адаптации к гражданской жизни инвалидов, пенсионеров и ветеранов ГУФСИН, ОВД и ВВ в Северо-Западном регионе. № заявки: 128","6,5 млн."
,Санкт-Петербургская общественная благотворительная организация &#8220;Покровская община&#8221;,&#8220;Милосердие&#8221; (профессиональный благотворительный сервис для стариков и инвалидов) № заявки: 208,768.160
,Фонд гуманитарной помощи жителям Санкт-Петербурга,“Разработка методики и проведение мероприятий по профилактике и коррекции поведения детей из малоимущих и социально незащищенных слоев общества с целью закрепления установочной мотивации здорового образа жизни и противостояния раннему алкоголизму и табакокурению&#8221; № заявки: 213,3 млн.
,Санкт-Петербургская общественная организация &#8220;Санкт-Петербургское диабетическое общество инвалидов&#8221;,"Мероприятия по социальной поддержке детей и подростков, больных сахарным диабетом, в общеобразовательных учреждениях № заявки: 226",480 тыс.
,"Фонд помощи Больнице Святой Евгении - лечебно -диагностическому, реабилитационному и научному центру для жителей блокадного Ленинграда, блокадникам и их потомкам.",Социально-медицинская поддержка блокадников в предверии празднования 65-й годовщины полного снятия блокады. № заявки: 240,610 тыс.
,Санкт-Петербургский фонд кризисной психологической помощи детям и подросткам &#8220;Новые шаги&#8221;,"Психологическая реабилитация детей, воспитывающихся в детском доме № заявки: 254",630 тыс.
,Региональная Общественная Организация &#8220;Санкт-Петербургский клуб моряков-подводников&#8221;,&#8220;Создание социального и консультационно-правового центра для ветеранов ВМФ и членов их семей&#8221; № заявки: 264,1 млн.
,Региональный общественный благотворительный фонд социальной реабилитации и помощи инвалидам «Кедр»,Межрегиональный проект «Клубы семейного творчества» № заявки: 265,570 тыс.
,Санкт-Петербургская региональная общественная организация инвалидов «Балтийские узоры»,Новые горизонты на рынке труда для лиц с ограниченными возможностями № заявки: 521,490 тыс.
,Региональная общественная организация инвалидов &#8221; Санкт-Петербургская Лига жизненной помощи людям с проблемами развития&#8221;,"&#8221; Объединенные мастерские - центр дневного пребывания для людей с особенностями умственного развития :трудовая занятость,творчество,социальная интеграция&#8221; № заявки: 594",1 млн. 100 тыс.
,Санкт-Петербургская региональная благотворительная общественная организация «НОЧЛЕЖКА»,Доступная первичная социальная помощь: развитие низкопороговых программ для бездомных в Санкт-Петурбурге и мультипликация программ в регионах. № заявки: 679,1 млн.
,Автономная некоммерческая  благотворительная организация &#8220;Оздоровительный конный центр &#8220;Солнечный Остров&#8221;,"&#8220;Преодоление социальной исключенности детей, обучающихся в специальных (коррекционных) школах и интернатах с использованием иппотерапии&#8221; № заявки: 800",750 тыс.
,Благотворительный фонд помощи детям «Теплый дом»,Программы семейного социокультурного досуга &#8220;Согреваем сердца&#8221; № заявки: 826,1 млн. 300 тыс.
,Региональная Общественная организация &#8220;Активная Социальная Служба&#8221;,Социальный проект &#8220;Семьи и дети: кризисная помощь&#8221; № заявки: 841,315 тыс.
,Национальный некоммерческий Фонд поддержки Правоохранительных органов,"Содействие социокультурной адаптации сотрудников правоохранительных органов и спецподразделений, а также членов их семей, находящихся в сложной жизненной ситуации № заявки: 977",6 млн.
,Некоммерческое партнерство «Центр молодежных инициатив «Новые ресурсы»,"&#8220;Живые пальчики&#8221; - Выработка методики и на ее основе создание коллекции специализированных мини-игр и тренажеров для детей, нуждающихся в разработке и реабилитации функций верхних конечностей. № заявки: 984",610 тыс.
,Православная местная религиозная организация &#8220;Сестричество во имя преподобномученицы Елисаветы&#8221;,"&#8220;Помогая другим - поможешь себе&#8221; - адаптация несовершеннолетних, оставшихся без попечения родителей, в социум через вовлечение  их в волонтерское движение по оказанию помощи одиноким престарелым и инвалидам № заявки: 991",300 тыс.
,Негосударственное  образовательное учреждение дополнительного образования &#8220;Институт психотерапии и консультирования  &#8220;ГАРМОНИЯ&#8221;,"Комплексное психологическое сопровождение пожилых людей, не имеющих возможности выходить из дома № заявки: 1045",401.345
,Благотворительный фонд &#8220;Корчаковский центр&#8221;,"Моя семья (содействие социальной адаптации детей-сирот, проживающих в опекунских и приемных семьях Красногвардейского района Санкт-Петербурга) № заявки: 1149",855 тыс.
,Санкт-Петербургская  благотворительная общественная организация  &#8220;Центр &#8220;Содействие&#8221;,&#8220;К независимой жизни&#8221; - Программа правовой защиты выпускников детских домов и интернатов № заявки: 1152,320 тыс.
,"Фонд многодетных матерей, опекунов, одиноких матерей &#8220;Теплый дом&#8221; г. Гатчина",Разработка модели оказания комплексной помощи несовершеннолетним матерям № заявки: 866,470 тыс.
Саратовская область,,
,Организация,Проект,"Сумма, руб."
,Саратовский региональный общественный благотворительный фонд &#8220;Памяти братьев Бандориных&#8221;,&#8220;Волшебный театр для маленьких актеров и больших чудес&#8221; № заявки: 163,210 тыс.
,Саратовская региональная общественная организация &#8220;Женский круг&#8221;,"&#8220;Дарящие радость&#8221; - содействие личностному и духовному росту, развитию и самореализации женщин (всех возрастов) в современном обществе № заявки: 184",200 тыс.
,Заводское районное отделение Саратовской областной организации общероссийской общественной организации &#8220;Всероссийское общество инвалидов&#8221;,&#8220;Социальное такси для инвалидов с поражением опорно-двигательного аппарата&#8221; № заявки: 294,590 тыс.
,Фрунзенское районное отделение Саратовской областной организации общественной   организации &#8220;Всероссийское общество инвалидов&#8221;,Социальное такси для инвалидов № заявки: 421,600 тыс.
,Благотворительный фонд &#8220;Александр Невский&#8221;,&#8220;Развитие молодежных инициатив в работе с семьёй: молодые добровольцы - многодетным семьям&#8221; № заявки: 1035,430 тыс.
Сахалинская область,,
,Организация,Проект,"Сумма, руб."
,Углегорская местная общественная организация «Афалина»,Игровая комната &#8220;Крепыш&#8221; № заявки: 860,100 тыс.
Свердловская область,,
,Организация,Проект,"Сумма, руб."
,Местная общественная организация инвалидов-колясничков г. Екатеринбурга &#8220;Интеграция XXI век&#8221;,Компьютерные и информационные технологии - перспективные средства реабилитации инвалидов с тяжелыми формами поражения опорно-двигательного аппарата № заявки: 70,400 тыс.
,Свердловская областная детская общественная организация поисковых отрядов &#8220;Возвращение&#8221;,"Социальная адаптация детей, находящихся в трудной жизненной ситуации, в летнем оздоровительном поисковом лагере. № заявки: 796",506.860
,Свердловская областная некоммерческая организация - некоммерческое партнерство &#8220;ЭвриЧайлд&#8221;,"&#8220;Интегративная школа развития&#8221; - Создание интегративной творческой среды, способствующей тому, чтобы дети с Синдромом Дауна могли реализовать себя как субъекты собственной жизни, деятельности и общения № заявки: 877",475 тыс.
,Местная общественная организация &#8220;Объединение пенсионеров и  инвалидов Камышловского района&#8221;,"&#8220;Нелишние люди&#8221; - Вовлечения сельских инвалидов в полноценную жизнь, приобщение их к общественной и трудовой деятельности. № заявки: 930",370 тыс.
Смоленская область,,
,Организация,Проект,"Сумма, руб."
,Автономная некоммерческая организация &#8220;Берегиня&#8221;,"&#8220;Дорога к дому&#8221;. Разработка и реализация новых подходов в методике подготовки, сопровождения и информационного обеспечения принимающих семей. № заявки: 381",365 тыс.
,Смоленское региональное отделение Общероссийской общественной организации инвалидов &#8220;Всероссийское общество глухих&#8221;,"&#8220;И неслышащий может услышать&#8221; - Подготовка дополнительных кадров сурдопереводчиков, обучение слышащих родителей глухих детей жестовому языку. № заявки: 426",451 тыс.
,Смоленское областное отделение Общероссийского Общественного благотворительного фонда &#8220;Российский детский фонд&#8221;,"&#8220;Все дети - наши&#8221; - Защита здоровья, интересов и прав детей из группы риска № заявки: 444",280 тыс.
,"Автономная некоммерческая организация центр социально-психологической помощи детям-сиротам и детям, оставшимся без попечения родителей &#8220;Ради будущего&#8221;",&#8220;Солнце на ладони&#8221; - Объединение усилий государственных и общественных организаций Смоленской области по предупреждению безнадзорности и правонарушений  детей и подростков. № заявки: 1065,890 тыс.
Тамбовская область,,
,Организация,Проект,"Сумма, руб."
,Тамбовская региональная Общероссийская организация инвалидов войны в Афганистане,&#8220;К Равным Возможностям&#8221; - реализация прав и социальных гарантий инвалидов и ветеранов БД и т.д. № заявки: 87,4 млн.
,Общественная организация защиты прав потребителей г.Тамбова &#8220;Голос потребителя&#8221;,Оказание бесплатной юридической помощи по защите прав потребителя малоимущим и социально незащищенным гражданам № заявки: 159,200 тыс.
,Тамбовское региональное отделение Общероссийской общественной организации инвалидов &#8220;Ассоциация молодых инвалидов России &#8220;Аппарель&#8221;,Улучшение качества жизни молодых людей с ограниченными возможностями № заявки: 368,580 тыс.
,Тамбовское региональное отделение Общероссийского общественного благотворительного фонда &#8220;Российский детский фонд&#8221;,Проведение ассамблеи  одаренных детей - воспитанников детских интернатных учреждений &#8220;Цветы жизни Тамбовщины&#8221; № заявки: 978,400 тыс.
Тверская область,,
,Организация,Проект,"Сумма, руб."
,Бежецкое районное общественное движение &#8220;Союз многодетных семей&#8221;,&#8220;Здоровая семья&#8221; - Укрепление семейных ценностей и социальной роли многодетной семьи на базе центра «Здоровая семья». № заявки: 75,800 тыс.
,Тверское областное общественное учреждение &#8220;Дирекция долгосрочной социальной программы &#8220;Важное дело&#8221;,&#8220;Мы вместе&#8221;- система мероприятий по социализации детей-сирот с участием добровольцев&#8221; № заявки: 382,650 тыс.
,Тверская городская общественная организация «Центр социальной реабилитации для женщин с ограниченными возможностями и поддержки гражданских инициатив «Так живем»,&#8220;НАСТАВНИК-УЧЕНИКУ&#8221; (информационное содействие педагогам трудового обучения детей-инвалидов для профориентации их воспитанников на сувенирный рынок Тверского региона  ) № заявки: 409,210 тыс.
,Тверской благотворительный фонд &#8220;Доброе начало&#8221;,&#8220;Наши дети&#8221; - Создание современной детской площадки при инфекционном отделении областной детской больницы № заявки: 645,500 тыс.
Томская область,,
,Организация,Проект,"Сумма, руб."
,Томский региональный общественный благотворительный фонд &#8220;Новое развитие&#8221;,&#8220;Дети должны жить в семье&#8221;- поддержка российского усыновления и приемного родительства № заявки: 736,640 тыс.
,Некоммерческое Партнерство Служба лечебной педагогики &#8220;Томский ковчег&#8221;,&#8220;Искусство быть вместе&#8221; Социализация детей с инвалидностью в условиях интеграции. № заявки: 990,600 тыс.
Тульская область,,
,Организация,Проект,"Сумма, руб."
,Общественная организация &#8220;Тульский городской молодежный спортивный клуб &#8220;Андрей&#8221;,"&#8220;Дочки-матери&#8221; - Профилактика  асоциального поведения, психологическая поддержка и гармоничное  развитие девочек-подростков из малообеспеченных и неблагополучных семей № заявки: 79",370.222
,Тульская региональная общественная организация &#8221; Ассоциация многодетных семей&#8221;,&#8220;Вместе 7-я&#8221; (реализация комплексной поддержки многодетных семей  как элемент развития гражданского общества) № заявки: 191,600 тыс.
,Богородицкая РО Тульской РО ООО &#8220;Всероссийское общество инвалидов&#8221;,"&#8220;Гуманность, милосердие, братство, защищенность&#8221; - реализация государственных интересов в области реабилитации инвалидов путем активизации работы центра досуга. № заявки: 220",275 тыс.
,Тульская региональная общественная организация &#8221;Центр социальной реабилитации инвалидов &#8221;Березень&#8221;,«Достойные условия труда – залог здоровья каждого человека» - создание медпункта и комнаты отдыха для работающих людей с ограниченными возможностями № заявки: 424,640 тыс.
,Тульская региональная общественная организация &#8220;Центр содействия социальной защите и реабилитации несовершеннолетних &#8220;Дом&#8221;,Творческая мастерская детей-сирот по решению проблем и развитию их способностей № заявки: 505,470 тыс.
,Тульское региональное общественное движения содействия социальному развитию общества «Яснополянское соглашение»,"&#8220;Теплый дом&#8221; - Адаптация детей-инвалидов к современным условиям жизни, возможность их полного и активного участия в жизни общества. № заявки: 525",600 тыс.
,"Тульская региональная молодежная военно-патриотическая, спортивная общественная организация &#8220;Легион&#8221;",&#8220;Дорогу осилит идущий&#8221; - Привлечение инвалидов и людей с физически ограниченными возможностями к занятиям спортом с целью повышения их физических возможностей № заявки: 615,600 тыс.
,Тульская региональная общественная организация &#8220;Православный центр духовного возрождения&#8221;,«Росток». Духовно-нравственное становление детей. № заявки: 622,1 млн.
,Общественный фонд поддержки правоохранительных органов г. Тулы,"По организации активного отдыха для детей из семей сотрудников правоохранительных органов, погибших или ставших инвалидами при исполнении служебного долга, детей из неблагополучных, неполных или малообеспеченных семей, детей № заявки: 1029",420 тыс.
Тюменская область,,
,Организация,Проект,"Сумма, руб."
,Тюменская областная детско-юношеская общественная  организация &#8220;Грани&#8221;,&#8220;Счастливое Детство&#8221;. Пропаганда здорового образа жизни через вовлечение детей и подростков к занятию спортом и творчеством. № заявки: 797,320 тыс.
,Тюменское областное детское общественное движение &#8220;Родник&#8221;,"&#8220;Слет трех поколений.&#8221; - Создание оптимальных психолого-педагогических и организационных условий для обмена практическим опытом по воспитанию личности, ориентированной на создание  крепкой, счастливой, традиционной семьи. № заявки: 859",550 тыс.
,Тюменская областная общественная организация Тюменский областной Центр детей-инвалидов и сирот &#8220;Творчество&#8221;,&#8220;Ограниченные возможности - безграничные способности&#8221; № заявки: 1105,670 тыс.
,Общественная организация &#8220;Тобольское городское объединение многодетных и малообеспеченных женщин &#8220;Тоболячка&#8221;,"&#8220;Мы вместе&#8221; - Улучшение качества жизни социально незащищенных групп населения:  матерей-одиночек, неполных семей и семей инвалидов с детьми. № заявки: 1109",600 тыс.
Ульяновская область,,
,Организация,Проект,"Сумма, руб."
,Ульяновская городская общественная организация инвалидов общего заболевания Ульяновской областной общественной организации Общероссийской общественной организации &#8220;ВСЕРОССИЙСКОЕ ОБЩЕСТВО ИНВАЛИДОВ&#8221; (ВОИ),"&#8220;Доступный мир - без барьеров&#8221; - Организация бесплатной службы социального такси для  работы с инвалидами, не способными самостоятельно передвигаться или передвигающимися с помощью костылей № заявки: 799",430 тыс.
Челябинская область,,
,Организация,Проект,"Сумма, руб."
,Автономная некоммерческая организация &#8220;Скорая педагогическая помощь&#8221;,"Программа поддержки одарённых и талантливых детей-сирот, воспитывающихся в детских домах г. Челябинска № заявки: 132",600 тыс.
,Межрегиональный орган общественной самодеятельности - женское общественное объединение &#8220;Женщины Евразии&#8221;,Мамы для больничных сирот № заявки: 266,800 тыс.
,Челябинская городская общественная организация  &#8220;Центр здорового образа жизни и духовного развития &#8220;Анастасия&#8221;,"&#8221; Организация занятости детей из малообеспеченных семей ( многодетные,неполные, с детьми инвалидами ) во внеурочное и каникулярное время &#8221; Дай сердцу твоему конуться сердца &#8230;.&#8221; № заявки: 389",800 тыс.
,Челябинский региональный общественный фонд  &#8220;За жизнь Человека и Человечества&#8221;,Материальная поддержка и реабилитация социально незащищенных граждан № заявки: 699,1 млн.
,Челябинский городской благотворительный общественный фонд &#8220;Береги себя&#8221;,"Социализация и адаптация в обществе  детей и подростков, затронутых эпидемией ВИЧ - инфекции и оставшихся  без попечения родителей № заявки: 997",390 тыс.
,Местная православная религиозная организация прихода храма  в честь иконы Божьей Матери &#8220;Нечаянная радость&#8221; Челябинской Епархии Русской Православной Церкви.,Сестричество милосердия в честь преподобномученицы Великой княгини Елисаветы при храме во имя иконы Божией Матери «Нечаянная Радость» г. Челябинска. № заявки: 1057,570 тыс.
,Челябинская областная общественная организация,"Создание театра &#8220;Особой моды&#8221;  - &#8220;Реабилитация женщин-инвалидов методом вовлечения их в творческий процесс создания модной, красивой одежды и демонстрация ее на выставках, фестивалях и подиумах № заявки: 1180",227.527
Ярославская область,,
,Организация,Проект,"Сумма, руб."
,Ярославское региональное отделение благотворительного фонда &#8220;Российский детский фонд&#8221;,"Поддержка детей, отцы которых погибли при исполнении служебного долга, особо одаренных детей-сирот и детей-инвалидов № заявки: 36",320 тыс.
