304,1461,Калининградская региональная   общественная организация &#8220;Ассоциация многодетных матерей&#8221;,&#8220;Подготовка к вступлению в школьную   жизнь первоклассников 2010 года из многодетных семей&#8221;.,Калининградская   область,"500   000,00"
305,1468,Кош-Агачская районная организация   Всероссийского Общества инвалидов,"&#8220;Забота об инвалидах - дело   общее&#8221;: профилактика и улучшение здоровья детей-инвалидов, оказание   адресной социальной поддержки инвалидам и их семьям, повышение их социальной   адаптации и интеграции в общество.",Республика   Алтай,"300   000,00"
306,1481,Фонд поддержки российского учительства,«Особый ребенок - общая забота»: модель   взаимодействия районного психологического центра и инклюзивного   образовательного учреждения в целях инклюзивного образования детей с   ограниченными возможностями.,г.   Москва,"550   000,00"
307,1502,Фонд &#8220;Содействия законодательному   обеспечению стратегий развития регионов&#8221;,"Межрегиональный проект по разработке   концепции социальной реабилитации и трудовой занятости военных, увольняемых в   запас, и членов их семей в сельской местности.",г.   Москва,"600   000,00"
308,1508,Региональная общественная организация   инвалидов &#8220;Нижегородская диабетическая лига&#8221;,"«Диаактив. Борьба не с возрастом, а с   отношением к нему»: повышение качества жизни больных сахарным диабетом за   счет организации системы терапевтического образования инвалидов.",Нижегородская   область,"360   000,00"
309,1509,Московское городское отделение   общероссийского благотворительного фонда &#8220;Российский фонд милосердия и   здоровья&#8221;,"Адресная помощь, направленная  на поддержку социально незащищенных   граждан, инвалидов I и II групп, малоимущих граждан и многодетных семей,  клубные мероприятия, направленные на   психологическую поддержку.",г.   Москва,"1 000   000,00"
310,1514,Общероссийская общественная организация   инвалидов войны в Афганистане (Москва),«Социальная поддержка инвалидов и   участников боевых действий». Приобретение путевок для инвалидов и участников   боевых действий на реабилитационно-восстановительное лечение в ЦВТ им. М.А.   Лиходея.,г.   Москва,"1 000   000,00"
311,1515,Некоммерческое партнерство «Содружество   выпускников и преподавателей «Клуб 4Ф»,Создание системы дистанционного обучения   математике и информатике для детей с ограниченными возможностями. Создание   социально-информационной среды для обмена изобретениями и предложениями.,г.   Москва,"1 000   000,00"
312,1520,Адыгейская республиканская организация   Общероссийской общественной организации инвалидов Всероссийского общества   слепых,&#8220;Современные информационные   технологии - равные права и равные возможности&#8221;.,Республика   Адыгея,"300   000,00"
313,1530,Общественное движение «Матери против   наркотиков».,"&#8220;Я независим&#8221;:   просветительство населения г. Сургута и Сургутского района в области   здорового образа жизни и профилактики зависимостей человека от алкоголизма,   курения, наркомании, таксикомании, игромании и т.д.",Ханты-Мансийский   автономный округ,"150   000,00"
314,1533,Автономная некоммерческая организация &#8220;Реальная помощь&#8221;,"&#8220;Социальная адресная поддержка граждан, оставшихся без работы в   связи с экономическим кризисом, в населенных пунктах Хабаровского края.",Хабаровский край,"6 206 000,00"
315,1549,Приморский краевой общественный благотворительный фонд защиты материнства   и детства &#8220;Мама&#8221;,"Социальная адресная поддержка граждан, оставшихся без работы в связи   с кризисом в Приморском крае.",Приморский край,"3 397 250,00"
316,1550,"Радужнинское отделение общественной организации Российского Союза   семей погибших, инвалидов и ветеранов Афганистана и Чеченских событий   &#8220;ВОИН&#8221;","Адресная социальная поддержка граждан города Радужный ХМАО,   оставшихся без работы в связи с экономическим кризисом.",Ханты-Мансийский   автономный округ,"7 665 000,00"
317,1554,Международная общественная организация   «Международная общественная туристская академия»,Развитие религиозного туризма в России   как важного фактора смягчения социальной напряжённости и поддержки малоимущих   категорий граждан с учётом международной практики.,г.   Москва,"2 500   000,00"
318,1569,Тверская областная общественная   организация &#8220;Ассоциация &#8220;Здоровые регионы&#8221;,«Борьба с курением и потреблением   алкоголя - основа формирования здорового образа жизни».,Тверская   область,"1 000   000,00"
319,1573,Межрегиональная общественная организация   &#8220;Объединение слабослышащих&#8221;,&#8220;Программа жестовой информационной   и дополнительной социальной поддержки неслышащих граждан в условиях   экономического кризиса&#8221;.,г.   Москва,"1 000   000,00"
320,1577,Московский областной общественный   благотворительный фонд «Особенные дети»,"«Медицинская реабилитация больных   детским церебральным параличом, последствиями черепно-мозговых травм и   врождённых аномалий центральной нервной системы».",Московская   область,"1 000   000,00"
321,1579,Региональная общественная организация   содействия защите женщин &#8220;Женщины нашего города&#8221;,"Социально-инновационный фестиваль   &#8220;100 городов России&#8221; как способ стимулирования и реализации   творческого потенциала и инициатив молодежи, в том числе с ограниченными   возможностями.",г.   Москва,"1 400   000,00"
322,1584,Женская общественная организация   &#8220;Лада&#8221; города Коломны и Коломенского района,&#8220;Экодеревня как альтернатива и   средство реабилитации от наркотической и алкогольной зависимости&#8221;.,Московская   область,"1 000   000,00"
323,1588,Региональная общественная организация   &#8220;Федерация женщин с университетским образованием&#8221;,"Правовое просвещение детей и молодежи,   юридическая и психологическая поддержка семей с детьми-инвалидами.",г.   Москва,"800   000,00"
324,1591,Читинское региональное общественное учреждение &#8220;Общественный   экологический центр &#8220;Даурия&#8221;,"Адресная материальная помощь лицам, потерявшим работу в связи с   экономическим  кризисом в г. Балее,   Балейского района Забайкальского края.",Забайкальский край,"1 203 750,00"
325,1602,Благотворительный фонд социальной и   духовной помощи &#8220;Вефиль&#8221;,&#8220;Сумей сказать &#8220;Нет!&#8221;   (Программа деятельности в сфере профилактики злоупотребления психоактивными   веществами и охраны здоровья среди подростков и молодежи).,Тюменская   область,"744   650,00"
326,1604,Общественная организация &#8221;   Ингушский общенациональный союз &#8221; Даймохк&#8221;,"Проведение встреч с населением, в том   числе с молодежью, по вопросам духовно-нравственного просвещения и   воспитания.",Республика   Ингушетия,"1 500   000,00"
327,1608,Местная православная религиозная   организация Приход Покровской церкви ст. Орджоникидзевской Сунжевского района   Республики Ингушетия Ставропольской и Владикавказской епархии Русской   Православной Церкви,"Проведение мероприятий по стабилизации   общественно-политической ситуации в республике среди русскоязычного   населения, оказание социальной поддержки малоимущим гражданам.",Республика   Ингушетия,"1 500   000,00"
328,1609,Региональная общественная организация   инвалидов &#8220;Анисия&#8221;,"&#8220;Новое время - новые задачи&#8221;:   социальная адаптация и реабилитация детей и молодежи, в том числе с   ограниченными физическими возможностями, и участие их в общественном,   трудовом, творческом процессе.",г.   Москва,"800   000,00"
329,1615,Региональное отделение Всероссийской общественной организации   &#8220;Молодая Гвардия Единой России&#8221; Сахалинской области,"Адресная поддержка граждан, потерявших работу в результате   негативного изменения экономической ситуации в Сахалинской области (в   результате сокращений, закрытия градообразующих предприятий).",Сахалинская область,"2 086 500,00"
330,1616,Общероссийская общественная   благотворительная организация &#8220;Союз семей военнослужащих России&#8221;,Социально-правовая поддержка семей   военнослужащих.,г.   Москва,"3 800   000,00"
331,1622,Некоммерческая организация &#8220;Фонд   полярных исследований &#8220;ПОЛЯРНЫЙ ФОНД&#8221;,Разработка неотложных мер по снижению   рисков вредного воздействия стойких токсических загрязнений на здоровье   коренных жителей российской Арктики.,г.   Москва,"1 000   000,00"
332,1639,Межрегиональная благотворительная   общественная организация &#8220;Детские деревни - SOS&#8221;,"Общественно-правовая и психологическая   поддержка выпускников учреждений для детей-сирот и детей, оставшихся без   попечения родителей, на примере Домов Молодежи и приемных семей  &#8220;Детских Деревень-SOS&#8221;.",г.   Москва,"800   000,00"
333,1640,Общероссийская общественная организация   &#8220;Российский Союз ветеранов Афганистана&#8221; (РСВА),"Оказание адресной социальной помощи в   регионах ветеранам ВОВ, ветеранам локальных войн и военных конфликтов, членам   их семей и членам семей погибших военнослужащих на базе региональных   организаций РСВА.",г.   Москва,"2 000   000,00"
334,1644,Региональный благотворительный   общественный фонд по работе с несовершеннолетними группы социального риска   &#8220;ОТКЛИК&#8221;,Комплексная медико-образовательная   программа &#8220;Ребенок в безопасном мире. Помощь родителям в условиях   кризиса&#8221;.,г.   Москва,"2 300   000,00"
335,1645,"Региональная общественная организация   содействия поддержке инвалидов, пенсионеров и других малоимущих категорий   граждан &#8220;Гармония&#8221;","Социально-психологическая поддержка   семей с детьми, оказавшихся в трудной жизненной ситуации и пострадавших от   экономического кризиса. Содействие координации и взаимодействию социальных   служб.",г.   Москва,"1 500   000,00"
336,1651,Некоммерческое партнерство   &#8220;Аналитическо-информационный культурно-деловой центр &#8220;Феникс&#8221;,"&#8220;Организация обучения и   переобучения женщин, оказавшихся в трудной жизненной ситуации, как средство   обеспечение занятости и адаптации к современным экономическим условиям&#8221;.",г.   Москва,"1 500   000,00"
337,1666,Международный общественный Фонд защиты   человеческого достоинства и безопасности,"&#8220;Восстановительное правосудие -   зона особого внимания&#8221;: создание благоприятных условий для преодоления   социальных конфликтов в детской и подростковой среде, профилактика   асоциального поведения детей.",г.   Москва,"1 000   000,00"
338,1667,Национальный фонд защиты детей от   жестокого обращения,"&#8220;Помочь семье - помочь   ребенку&#8221; (оказание адресной комплексной социальной, экономической и   психолого-педагогической поддержки семьям групп риска на основе технологий   &#8220;раннего выявления и работы со случаем&#8221;).",г.   Москва,"1 000   000,00"
339,1670,Волгоградская городская детско-юношеская   спортивно-туристическая общественная организация &#8220;Алые паруса&#8221;,«Стань туристом - живи интересно!»   (создание учебно-оздоровительного центра для занятий по туризму с детьми из   малоимущих семей (школа - турклуб - детская база отдыха - муниципальная   служба спасения)),Волгоградская   область,"900   000,00"
340,1671,Международная общественная организация   &#8220;Международная Лига защиты человеческого достоинства и   безопасности&#8221;,&#8220;Адресная помощь и социальная   поддержка ветеранов военной службы и силовых структур&#8221; (Оказание целевой   адресной помощи и медико-социальная реабилитация наиболее нуждающихся   ветеранов войны и инвалидов).,г.   Москва,"1 000   000,00"
341,1676,Челябинская городская женская   общественная организация &#8220;Информационный Центр поддержки общественных   организаций &#8220;Содействие&#8221;,"&#8220;Летний отдых и трудовая занятость   детей                    г. Челябинска   в Краснодарском крае, в том числе детей и подростков из малообеспеченных   семей и семей в социально опасном положении&#8221; (Приобщение к труду в   сочетании с оздоровлением).",Челябинская   область,"1 000   000,00"
342,1678,Региональная общественная организация   «Центр экологической политики России»,«Обеспечение энергоэффективности - путь   выхода из кризиса: вклад гражданского общества».,г.   Москва,"4 780   000,00"
343,1682,Фонд развития некоммерческих организаций   «Школа НКО»,Третий сектор как ресурс для занятости   граждан России. Кампания по привлечению внимания потерявших работу социально   незащищенных категорий граждан к сектору ННО как к ресурсу для занятости.,г.   Москва,"800   000,00"
344,1685,Ассоциация общественных объединений   «Международный союз немецкой культуры»,"«Центр социальной помощи»:   консультативная, материальная, психологическая помощь трудармейцам,   репрессированным, узникам и другим социально незащищенным группам населения.",г.   Москва,"2 000 000,00"
345,1686,Автономная некоммерческая организация по   развитию информационных технологий &#8220;Окружной информационный центр   &#8220;Сибирь&#8221;,Пропаганда здорового образа жизни и   семейных ценностей в рамках V Межрегионального конкурса журналистского   мастерства &#8220;Сибирь.ПРО&#8221;. Номинация &#8220;Здоровье&#8221; и номинация   &#8220;О главном&#8221;.,Новосибирская   область,"348   000,00"
346,1689,Благотворительный фонд помощи детям с   онкогематологическими и иными тяжелыми заболеваниями &#8220;Подари жизнь&#8221;,"Развитие добровольного безвозмездного   донорства крови. Пропаганда донорства крови, привлечение доноров в ЛПУ и на   станции переливания крови в Москве, Санкт-Петербурге и регионах России,   организация работы донорского call-центра.",г.   Москва,"700   000,00"
347,1693,Владимирская областная общественная   благотворительная организация &#8220;Добровольная Ассоциация Некоммерческих   Организаций&#8221;,«Горячее питание - малообеспеченным   гражданам пожилого возраста»: поддерживающее горячее питание для   малообеспеченных граждан пожилого возраста с использованием технологии   социального ваучера.,Владимирская   область,"800   000,00"
348,1702,Первичная организация профсоюза   студентов Государственного образовательного учреждения высшего   профессионального образования Казанский государственный медицинский   университет,"&#8220;Мы здоровы -   присоединяйтесь!&#8221;. Акция в поддержку здорового образа жизни (увеличение   внимания населения к вопросам профилактических обследований, профилактика   табакокурения и алкоголизма в молодежной среде).",Республика   Татарстан,"262   300,00"
349,1717,Некоммерческая организация   &#8220;Военно-спортивный фонд&#8221;,"Первый всероссийский молодежный   культурно-спортивный фестиваль &#8220;Дружба&#8221; (физическое,   гражданско-патриотическое и духовно-нравственное воспитание детей и   подростков из социально напряженных регионов).",г.   Москва,"2 000   000,00"
350,1718,"Некоммерческая организация   Благотворительный фонд помощи детям, оставшимся без попечения родителей   «Волонтеры в помощь детям-сиротам»",&#8220;ТЕРРИТОРИЯ БЕЗ СИРОТ&#8221; -   программа содействия семейному устройству детей-сирот.,г.   Москва,"600   000,00"
351,1724,Автономная некоммерческая организация   «Московская дирекция фестивально-концертных проектов авторской песни   «Стольный Град»,"&#8220;Не прервать связующую нить&#8221;:   создание образовательно-просветительской программы из тематических блоков,   адресованных самой разной аудитории - от школьников и студентов до ветеранов   войн и вооруженных сил.",г.   Москва,"1 000   000,00"
352,1726,Городская общественная организация Центр   семейного образования и воспитания &#8220;Семья и дети&#8221;,&#8220;От трудной жизненной ситуации к   счастливому материнству&#8221;.,Новосибирская   область,"600   000,00"
353,1735,Ульяновская местная детская общественная   организация туризма,Патриотические отряды &#8220;Сокол&#8221;   на основе самоуправления в детских домах и школах-интернатах Ульяновской   области.,Ульяновская   область,"497   360,00"
354,1740,Региональная общественная организация   Содействие функционированию Межпарламентской Ассамблеи государств -   участников Сообщества &#8220;За демократию и права народов&#8221;,"Организация информационной кампании,   направленной на популяризацию идеи поддержки малоимущих и социально   незащищенных категорий граждан. Мониторинг и анализ наиболее острых проблем,   возникших в связи с кризисом.",г.   Москва,"10 670 200,00"
355,1748,Общественный фонд содействия развитию   Образования &#8220;Содействие&#8221;,&#8220;МОСТ&#8221; (программа образования   и социальной организации семей детей-инвалидов).,Республика   Марий Эл,"300   000,00"
356,1754,Рязанская областная общественная   организация Общероссийской общественной организации «Российский Союз   Молодежи»,&#8220;Большие друзья&#8221;: создание и   развитие системы гостевого и постоянного патроната волонтерскими отрядами   ВУЗов и молодежными организациями воспитанников интернатных учреждений.,Рязанская   область,"300   000,00"
357,1757,Челябинский региональный общественный   фонд  &#8220;За жизнь Человека и   Человечества&#8221;,Материальная поддержка и реабилитация   социально незащищенных граждан.,Челябинская   область,"700   000,00"
358,1760,Тюменское областное детское общественное   движение &#8220;Родник&#8221;,"&#8220;Вера, семья и Отечество&#8221;:   духовно-нравственное и патриотическое воспитание детей, молодежи, семей   различных социальных слоев населения в рамках организации оздоровительных   лагерей в условиях кризиса.",Тюменская   область,"1 000   000,00"
359,1763,Некоммерческая организация  &#8220;Благотворительный фонд  &#8220;Даунсайд Ап&#8221;,Помощь региональным общественным   организациям родителей детей с синдромом Дауна в достижении финансовой и   организационной устойчивости в условиях кризиса.,г.   Москва,"2 000   000,00"
360,1773,Ростовский региональный   благотворительный Фонд &#8220;Будущее Отечества&#8221; им. В.П. Поляничко,"&#8220;Седьмой лепесток&#8221;: помощь   детям с ограниченными возможностями здоровья и нарушениями развития в   достижении максимального уровня развития    и образования, формировании социально-бытовых навыков и интеграции их   в общество.",Ростовская   область,"300   000,00"
361,1774,Региональная общественная   благотворительная организация инвалидов - ПараАртийский Центр &#8220;Иван да   Марья&#8221;,"&#8220;Пусть не гаснет свеча на   ветру&#8221;: оказание социальной помощи лицам преклонного возраста, ветеранам   войны, труда, детства; материальная поддержка художников; арттерапия.",г.   Москва,"900   000,00"
362,1787,Свердловская областная детская   общественная организация поисковых отрядов &#8220;Возвращение&#8221;,"Летний оздоровительный поисковый лагерь   для несовершеннолетних, находящихся в &#8220;группе риска&#8221; и в трудной   жизненной ситуации.",Свердловская   область,"870   220,00"
363,1790,Местная православная религиозная   организация Сестричество православных сестер милосердия Серафима Саровского,"&#8220;Шаги навстречу&#8221;.   Духовно-нравственная и социально-психологическая реабилитация военнослужащих,   пострадавших в горячих точках, а также членов их семей с учетом мирового   финансово-экономического кризиса.",Ростовская   область,"693   760,00"
364,1793,Нижегородская региональная общественная   организация поддержки детей и молодежи &#8220;Верас&#8221;,&#8220;Семья для каждого ребенка с   особенностями в развитии&#8221;.,Нижегородская   область,"300   000,00"
365,1798,Региональная общественная организация   &#8220;Детский Досуговый Благотворительный Центр &#8220;ГНОМИК&#8221;,"&#8220;Культура безопасного поведения на   дороге&#8221;. Формирование культуры безопасного поведения на дороге и   ускорение социализации детей, попавших в сложную жизненную ситуацию, и детей   с ограниченными возможностями.",Свердловская   область,"150   000,00"
366,1801,Региональная общественная организация   Реабилитационный центр имени Сергея Худякова    &#8220;Матери против насилия и наркотиков&#8221;,Привлечение студентов ВУЗов к ведению профилактической   работы в молодежной среде в форме лекций-бесед и антинаркотических акций.,Новосибирская   область,"1 000   000,00"
367,1802,Самарская региональная общественная   организация  инвалидов &#8220;Центр   социальных инициатив&#8221;,"«Социально-реабилитационное сопровождение   семей, воспитывающих незрячих детей с комплексными нарушениями».",Самарская   область,"350   000,00"
368,1807,Автономная некоммерческая организация   &#8220;Центр социальных программ &#8220;Триада-Трейд&#8221;,"&#8220;Рубежи нашей памяти&#8221;:   комплексная программа поддержки ветеранов ВОВ, инвалидов и участников боевых   действий.",г.   Москва,"800   000,00"
369,1808,Некоммерческое партнерство &#8220;Центр   иппотерапии &#8220;Лучик&#8221;,«Открывая новые возможности»: подготовка   волонтеров из числа студентов Медицинского колледжа по направлению   «Психологическое сопровождение детей с ограниченными возможностями здоровья   во время занятий иппотерапией». Практическое участие студентов в работе.,Ульяновская   область,"250   000,00"
370,1811,Некоммерческое партнерство &#8220;Центр   родительской культуры и поддержки грудного вскармливания &#8220;Начало&#8221;,"Развитие когнитивных стратегий   формирования системы адаптации, игровая психокоррекция отклонений в развитии   детей с особыми нуждами дошкольного возраста.",Белгородская   область,"600   000,00"
371,1845,Санкт-Петербургская общественная   благотворительная организация &#8220;Покровская община&#8221;,"&#8220;Без вины виноватые&#8221;:   всесторонняя поддержка людей (престарелых граждан, бездомных инвалидов),   обращающихся в организацию.",г.   Санкт-Петербург,"360   000,00"
372,1852,Автономная некоммерческая  благотворительная организация   &#8220;Оздоровительный конный центр &#8220;Солнечный Остров&#8221;,«РАВНЫЕ ВОЗМОЖНОСТИ» - социальная   адаптация и профориентация детей-сирот и детей-инвалидов с применением   иппотерапии.,г.   Санкт-Петербург,"400   000,00"
373,1854,Иркутская областная общественная   организация защиты прав женщин &#8220;Надежда&#8221;,Ремонт    и уборка квартир у людей с ограниченными возможностями.,Иркутская   область,"700   000,00"
374,1859,Самарская региональная общественная   организация по защите интересов населения и развитию демократии   &#8220;Содействие&#8221;,&#8220;Антикризисные инициативы НКО в   сфере содействия занятости социально незащищенных категорий населения&#8221;.,Самарская   область,"366   261,00"
375,1872,Воронежская региональная общественная   организация инвалидов &#8220;Домашняя академия&#8221;,"&#8220;Центр надомного труда и народного   творчества для инвалидов, потерявших работу&#8221;: оказание помощи   трудоспособным инвалидам в перепрофилировании по наиболее востребованным   специальностям.",Воронежская   область,"421   737,00"
376,1886,Северо-Осетинское Республиканское   отделение Общероссийской общественной организации &#8220;Российский Красный   Крест&#8221;,"«Возрождение»: психосоциальная помощь   детям беженцев семей из Южной Осетии, временно проживающих на территории   РСО-Алания в кризисной ситуации; повышение уровня социальной адаптации,   организация досуга и личностного развития.",Республика   Северная Осетия - Алания,"800   000,00"
377,1889,Городской благотворительный фонд   &#8220;Развитие&#8221;,«Добры молодцы». Проведение спортивных   состязаний с творческой программой.,Алтайский   край,"474   400,00"
378,1893,Минусинская местная общественная организация   &#8220;Объединение инвалидов-диабетиков&#8221;,&#8220;ЧИСТЫЙ БЕРЕГ&#8221; (содействие   объединению и самореализации подростков с сахарным диабетом путем привлечения   их к общественно значимой деятельности).,Красноярский   край,"485   644,00"
379,1901,Общественная организация &#8220;Центр   экологических проектов&#8221; Республики Калмыкия,Восстановление и сохранение степных   экосистем как важное условие улучшения окружающей среды вблизи сельских   поселений Калмыкии.,Республика   Калмыкия,"996   000,00"
380,1908,Автономная некоммерческая организация   социально-психологической помощи &#8220;Со-бытие&#8221;,"&#8220;Руки помощи&#8221;: осуществление   комплекса мероприятий, направленных на создание гармоничных отношений в семье   безработных родителей, имеющих проблемы с воспитанием ребенка.",Пермский   край,"700   000,00"
381,1909,Краевая региональная общественная   организация &#8220;Красноярский Краевой Экологический Союз&#8221;,Ресурсосберегающая экологическая   программа &#8220;Зелёный кошелёк&#8221;.,Красноярский   край,"400   000,00"
382,1912,Пермское региональное отделение   Общероссийской общественной организации инвалидов &#8220;Поддержка   президентских программ по делам инвалидов&#8221;,«Безопасная дорога детства»:   формирование у детей с ограниченными возможностями здоровья культуры   безопасной жизнедеятельности участников дорожного движения.,Пермский   край,"600   000,00"
383,1923,Благотворительный фонд Организация   информационной поддержки &#8220;Праздник жизни&#8221;,"Телевизионный проект &#8220;Аал Лук   Маас&#8221; (Древо жизни) для семей с детьми-инвалидами. (Регулярные   интерактивные передачи по организации жизни, профессиональной ориентации,   дистанционному обучению и правовому консультированию).",Республика   Саха (Якутия),"800   000,00"
384,1929,Пермская общественная организация   содействия гармоничной социализации и творческому развитию детей и молодежи   &#8220;Добрый Дом&#8221;,"&#8220;Учимся играть!&#8221; Создание на   селе условий для воспитания здорового, умного, физически и духовно развитого   ребенка.",Пермский   край,"250   000,00"
385,1934,Негосударственное образовательное   учреждение учебный центр &#8220;Прогресс&#8221;,«Обучение основам предпринимательства -   путь преодоления безработицы на селе»: расширение дополнительного образования   для различных социальных слоев населения.,Республика   Тыва,"800   000,00"
386,1938,Санкт-Петербургская региональная   общественная организация инвалидов «Балтийские узоры»,"Социально значимый проект, направленный   на организацию трудоустройства женщин с ограниченными возможностями и женщин,   оставшихся без работы в результате кризиса.",г.   Санкт-Петербург,"500   000,00"
387,1943,Некоммерческое Партнерство Служба   лечебной педагогики &#8220;Томский ковчег&#8221;,"&#8220;Дорогою добра&#8221;. Организация   адресной помощи для детей с инвалидностью, находящихся на домашнем обучении.",Томская   область,"761   235,00"
