registy	uniqnum	name	ogrn	ogrndate	address	orgform	region	status
Общественные объединения	7112010425	Тульское региональное отделение Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1027100003644	06.12.2002	г.Тула, ул.Первомайская, д.2	Общественная организация	Тульская область	Зарегистрирована
Общественные объединения	7112030049	Общественный фонд поддержки правоохранительных органов г. Тулы	1037100001399	24.01.2003	г. Тула, ул. Болдина. д.94	Общественный фонд	Тульская область	Зарегистрирована
Общественные объединения	7112010208	Общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов Воловского района Тульской области	1057100009328	27.10.2005	Тульская область, п. Волово, ул. Ленина, д. 48-а	Общественная организация	Тульская область	Исключена
Общественные объединения	7112030034	"Тульское областное отделение Общероссийского общественного фонда поддержки военнослужащих и гражданского персонала вооруженных Сил Российской Федерации, других войск и воинских формирований, специальных служб и правоохранительных органов Российской Федерации ""Национальный Военный Фонд"	1027100008891	27.12.2002	г. Тула, ул. Демонстрации, д. 38	Общественный фонд	Тульская область	Зарегистрирована
Некоммерческие организации	7114060081	"Межрегиональная ассоциация по сотрудничеству с правоохранительными органами ""Добровольные дружины страны"	1097100000645	22.07.2009	300028, г. Тула, ул. Седова, д.27	Объединения (союз, ассоциация) юридических лиц	Тульская область	Зарегистрирована
Общественные объединения	7212015119	Сорокинская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1077200004111	05.12.2007	627500 Тюменская обл., Сорокинский р-н, с. Б.Сорокино, ул. Пионерская, д.5	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212015072	Ишимская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1077200003011	28.06.2007	627750 Тюменская обл., г. Ишим, ул. Ленина, д.39	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212014154	Тюменская областная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1027200000981	28.10.2002	625018, Тюменская обл., г. Тюмень, ул. Республики, д. 52, кв. 119	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013374	Юргинская районная организация Всероссийской общественной организации ветеранов(пенсионеров)  войны, труда, Вооруженных Сил и правоохранительных органов	1037200005040	21.02.2003	627250, Тюменская область, с. Юргинское,  ул.Ленина, 74	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212011909	"Общественная организация Тюменской области ""Ассоциация работников правоохранительных органов"	1037200000298	15.01.2003	625000, Тюменская обл., г. Тюмень, ул. Хохрякова, д.50, офис 404, 407	Общественная организация	Тюменская область	Зарегистрирована
Некоммерческие организации	7214014646	"Фонд поддержки правоохранительных органов Тюменской области ""ПРАВООХРАНА"	1087200000260	18.02.2008	625049 Тюменская обл., г. Тюмень, ул. Амурская, д.75	Некоммерческий фонд	Тюменская область	Зарегистрирована
Общественные объединения	7212014017	Абатская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1037200004797	13.02.2003	627540, Тюменская обл., Абатский р-он., с.Абатское, ул Ленина, 10	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013993	Ишимская районная общественная организация ветеранов (пенсионерв) войны, труда, Вооруженных Сил и правоохранительных органов (ТюО, Ишим)	1037200006337	06.06.2003	г. Ишим ул. Ленина, 39	Общественная организация	Тюменская область	Исключена
Общественные объединения	7212013216	Первичная организация ветеранов (пенсионеров) пос. Мелиораторов г. Тюмени Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1037200004896	18.02.2003	625059, Тюменская обл., Тюменский р-он., г.Тюмень,  пос. ММС, ул. 70 лет Октября, д.5-16	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013945	Общественная организация ветеранов (пенсионеров) войны, труда, Вооруженный Сил и правоохранительных органов Центрального района г. Тюмени	1037200001596	31.01.2003	г. Тюмень ул. Первомайская, 20, каб.324	Общественная организация	Тюменская область	Зарегистрирована
Некоммерческие организации	7214014587	"Некоммерческая организация ""Тюменский региональный фонд социальной поддержки сотрудников и ветеранов правоохранительных органов ""ПЕРСПЕКТИВА"	1057200853764		г. Тюмень, ул. Московский тракт, д. 165, кв. 127	Некоммерческий фонд	Тюменская область	Зарегистрирована
Общественные объединения	7212014021	"Тюменское региональное отделение Общественной организации ""Общероссийский союз инвалидов внутренних войск, Вооруженных Сил, пограничных войск, служб безопасности, спорта и правоохранительных органов"	1037200004456	10.02.2003	г. Тюмень, ул. Комсомольская, 44	Общественная организация	Тюменская область	Исключена
Общественные объединения	7212013965	"Общественная организация ""Тобольский городской совет ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов"" (ТюО, Тобольск)"	1027200004083	30.12.2002	626158,г. Тобольск   8 мкр-н, д.32	Общественная организация	Тюменская область	Исключена
Общественные объединения	7212013074	Тюменская городская организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1027200000354	10.09.2002	625036, Тюменская обл., г.Тюмень, ул.Первомайская, 20, каб.206	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013062	Тюменская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1037200000870	25.01.2003	625049, Тюменская обл., г. Тюмень, ул. Московский тракт, д.115, каб. 105	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013068	Организация ветеранов Ленинского района г. Тюмени Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1027200000244	02.08.2002	625048, Тюменская обл., г. Тюмень,  ул. Мельникайте, д.74, ком.102	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013571	Общественная организация ветеранов правоохранительной и военной службы Тюменской области	1037200001354	29.01.2003	ул. Водопроводная, д.38, офис 244, Тюмень, 625000	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212014072	Сорокинская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов (ТюО, Ишим)	1037200006360	10.06.2003	с. Большое Сорокино, ул. Пионерская, д.5	Общественная организация	Тюменская область	Исключена
Общественные объединения	7212013296	Вагайская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1037200001013	27.01.2003	626240, Тюменская область, Вагайский р-он, с Вагай, ул.Ленина, д. 6	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013300	Армизонская районная организация Всероссийской общественной  организации труда, Вооруженных Сил и правоохранительных органов	1037200004379	10.02.2003	627220, Тюменская область, с.Армизонское,ул. Дзержинского, 2	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212033079	"Тюменский областной общественный фонд финансовой поддержки государственных правоохранительных органов и частных охранных предприятий ""Общественная безопасность"	1027200000750	16.10.2002	ул. Циолковского, д. 1, г. Тюмень 625002	Общественный фонд	Тюменская область	Исключена
Общественные объединения	7212010313	Общественная организация ветеранов Восточного административного округа города Тюмени Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1107200000214	06.04.2010	625051, Тюменская область, г. Тюмень, ул. 30 лет Победы, д. 95, корп. 2, кв. 208	Общественная организация	Тюменская область	Зарегистрирована
Некоммерческие организации	7214013218	"Фонд ""Ветеранов правоохранительных органов г. Заводоуковска и района"	1027201596597		627100 Тюменская обл., г. Заводоуковск, ул. Школьная, д.65	Некоммерческий фонд	Тюменская область	Исключена
Общественные объединения	7212013970	Сладковская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1037200005260	13.03.2003	ул. К. Маркса 18, с. Сладково, Сладковский район, Тюменская область 627610	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212014141	Аромашевская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1037200000837	25.01.2003	627350, Тюменская область, с. Аромашево, ул. Ленина 166	Общественная организация	Тюменская область	Зарегистрирована
Некоммерческие организации	7214014625	"Фонд содействия правоохранительным органам в борьбе с организованной преступностью ""Обойма"	1037200551728	10.01.2003	625000 Тюменская обл., Тюменский р-н,  г. Тюмень, ул. Первомайская, д.8	Некоммерческий фонд	Тюменская область	Исключена
Общественные объединения	7212013080	Голышмановская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1037200000034	08.01.2003	627300, Тюменская обл., р.п. Голышманово, ул. Садовая, д.69	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013067	Организация ветеранов Калининского района г. Тюмени Всеросийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1027200000850	23.10.2002	625001, Тюменская обл., г.Тюмень,  ул. Луначарского 61-110	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013059	Исетская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1037200000859	25.01.2003	626380, Тюменская обл., Исетский р-он, с.Исетское, ул. Кирова, д.18	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013380	Ярковская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1027200003346	19.12.2002	ул. Ленина, 90, с. Ярково, Ярковский район, Тюменская область, 626050 (старый адрес -626050 Тюменская обл., с. Ярково, ул. Пионерская, д.87)	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013069	Бердюжская районная организация ветеранов (пенсионеров) войны, труда, вооруженных сил и правоохранительных органов	1027200001730	26.11.2002	627440, Тюменская область, Бердюжский р-он, с Бердюжье, ул.Гнаровской, 2	Общественная организация	Тюменская область	Зарегистрирована
Некоммерческие организации	7214064702	"Некоммерческая организация ""Ассоциация социальной защиты ветеранов спецподразделений правоохранительных органов и спецслужб ""РУСЬ-ТЮМЕНЬ"	1077200003540	30.08.2007	625003 Тюменская обл., г. Тюмень, ул. Железнодорожная, 54	Объединения (союз, ассоциация) юридических лиц	Тюменская область	Зарегистрирована
Общественные объединения	7212014125	Ялуторовская городская организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1067200017477	21.04.2006	г.Ялуторовск ул. Тюменская, 55	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212014126	Ялуторовская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1067200017466	21.04.2006	627010, Тюменская обл., г.Ялуторовск, ул. Тюменская, 23	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013280	"Тюменская областная общественная организация ""Союз ветеранов правоохранительных органов"	1037200001332	29.01.2003	Тюменская обл., г Тюмень, ул Республики,  211	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013422	Тобольская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1027200003600	21.12.2002	626156, Тюменская область, г. Тобольск, ул. Семакова, д. 3	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212014148	УВАТСКАЯ РАЙОННАЯ ОРГАНИЗАЦИЯ ВСЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ВЕТЕРАНОВ (ПЕНСИОНЕРОВ) ВОЙНЫ, ТРУДА, ВООРУЖЕННЫХ СИЛ И ПРАВООХРАНИТЕЛЬНЫХ ОРГАНОВ	1027200001157	01.11.2002	626170, Тюменская обл., Уватский р-он., с.Уват, ул.С.Разина, д. 24	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013791	"Бердюжская районная общественная организация сотрудников правоохранительных органов ""Общество охотников и рыболовов ""Щит"	1057200004619	29.06.2005	627440, Тюменская область, с.Бердюжье, ул.Ленина 37	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013202	Заводоуковская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1037200001740	01.02.2003	627140, Тюменская обл., г. Заводоуковск, ул.Первомайская, д.2	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013197	Омутинская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1027200003126	14.03.2003	Тюменская область,  Омутинский район, с. Омутинское, ул. Советская, д. 124	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013410	Нижнетавдинская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1037200003521	07.02.2003	626020, Тюменская обл., Нижнетавдинский р-он., с.Нижняя Тавда, ул. Мира, 10	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212012479	"Тюменская городская благотворительная общественная организация ""Клуб ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов"	1027200000563	10.10.2002	ул. Республики, д.179, Тюмень, 625013	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013990	Ишимская городская общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1037200006392	16.06.2003	627750, Тюменская обл., г.Ишим, ул.Ленина, 39	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013081	Казанская районная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1027200002752	10.12.2002	627420, Тюменская обл., Казанский р-н, с. Казанское,  ул. Ленина, д.12	Общественная организация	Тюменская область	Зарегистрирована
Некоммерческие организации	7214014575	"Некоммерческая организация фонд духовного развития сотрудников правоохранительных органов Тюменской области ""АЛЕКСАНДР НЕВСКИЙ"	1047200601205	02.07.2004	625049, Тюменская обл., г. Тюмень, ул. Амурская, д.75	Некоммерческий фонд	Тюменская область	Зарегистрирована
Общественные объединения	7212013971	Викуловская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1037200005292	14.03.2003	627570, Тюменская область, Викуловский район, с.Викулово, ул.Ленина, д.2 каб.6	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212013203	Объединенная общественная организация ветеранов войны, труда, военной службы, правоохранительных органов, пенсионеров и инвалидов труда г. Заводоуковска Тюменской области	1047200002442	14.10.2004	627144, Тюменская обл., Заводоуковский р-н., г.Заводоуковск, ул Шоссейная, д. 5, кв. 60	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	7212015102	Тобольская городская организация Всероссийской общественной организации  ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1077200003693	25.09.2007	626150 Тюменская обл., г. Тобольск, 4 микрорайон, д.48	Общественная организация	Тюменская область	Зарегистрирована
Некоммерческие организации	7214031768	"Некоммерческое партнерство ""Индивидуальное жилищное строительство ассоциации работников правоохранительных органов и спецслужб"	1127232046413	27.08.2012	4 микрорайон, д.8, кв.3, Тобольск, Тюменская обл., 626150	Некоммерческое партнерство	Тюменская область	Зарегистрирована
Общественные объединения	7212010482	Тюменская региональная общественная организация охотников и рыболовов сотрудников и ветеранов правоохранительных органов	1127232053090	03.10.2012	ул. Калинина, д. 126, Тюмень, 625000	Общественная организация	Тюменская область	Зарегистрирована
Общественные объединения	1812010993	"Общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов ОАО ""СЭГЗ"" г. Сарапула УР"	1031802483217	23.01.2003	Удмуртская Республика, г.Сарапул, ул.Жуковского, 14	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011233	"Удмуртская региональная организация Общероссийской общественной организации ""Ассоциация работников правоохранительных органов и спецслужб Российской Федерации"	1031802482084	20.01.2003	Удмуртская Республика, г.Ижевск, ул. М. Горького, д. 68, оф. 303	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011122	Общественная организация ветеранов (пенсионеров)  войны, труда, Вооруженных сил и правоохранительных органов Устиновского района г. Ижевска	1031802486616	31.01.2003	Удмуртская Республика, г.Ижевск, ул. 40 лет Победы, д. 62, каб. 19	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812030450	"Глазовский благотворительный общественный фонд ""Фонд поддержки медицинских работников и работников правоохранительных органов ""Альтернатива"	1021800003356	29.11.2002	427620, Удмуртская Республика, г. Глазов, Ул.Школьная, 21Б, оф.12	Общественный фонд	Удмуртская Республика	Исключена
Общественные объединения	1812011828	Воткинская городская общественная организация ветеранов (пенсионеров) войны, труда, вооруженных сил и правоохранительных органов	1071800000227	16.02.2007	Удмуртская Республика, г. Воткинск, ул.Ленина, д.7, к.105	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011242	Алнашская  общественная районная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1031802484471	27.01.2003	Удмуртская Республика, Алнашский район, с. Алнаши, ул. Красильникова, 9	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011474	Индустриальная общественная районная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1031802488123	27.02.2003	Удмуртская Республика, г. Ижевск, ул.Воткинское Шоссе, д.66	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011254	Ижевская общественная городская организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1031802484174	24.01.2003	426008, Удмуртская Республика, г. Ижевск,  ул. Карла Маркса, д.274	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812010137	Общественная организация сотрудников правоохранительных органов, ветеранов подразделений по борьбе с организованной преступностью г. Ижевска			Ул. Холмогорова, 11-201	Общественная организация	Удмуртская Республика	Исключена
Общественные объединения	1812030468	"Общественный фонд социальной поддержки ветеранов и пенсионеров правоохранительных органов города Можги и Можгинского района ""Прометей"	1031802485549	30.01.2003	427000, Удмуртская Республика, г.Можга, ул. Ленина, 1	Общественный фонд	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011126	Камбарская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1031802487441	22.01.2003	Удмуртская Республика, Камбарский район, г. Камбарка, ул. Советская, д.18	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011391	"Удмуртское региональное отделение общественной организации ""Общероссийский союз инвалидов внутренних войск, Вооруженных сил, пограничных войск, служб безопасности, спорта и правоохранительных органов"	1031802482832		ул.Т.Барамзиной, д.1	Общественная организация	Удмуртская Республика	Исключена
Общественные объединения	1812010403	Завьяловская районная общественная организация ветеранов войны, труда, Вооруженных сил и правоохранительных органов	1061800008236	17.04.2006	427000, Удмуртская Республика, Завьяловский район, с. Завьялово, ул. Калинина, д.64	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812010595	Общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов Ленинского района г. Ижевска	1031802481336	15.01.2003	Удмуртская Республика, г.Ижевск,  ул.Азина, 146	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011742	Ассоциация ветеранов боевых действий правоохранительных органов в Удмуртской Республике - общественная организация	1061800008764	13.07.2006	Удмуртская Республика,  г.Ижевск, ул.Ленина, д.101	Общественная организация	Удмуртская Республика	Исключена
Общественные объединения	1812010601	Якшур-Бодьинская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов Удмуртской Республики	1031802481226		ул. Ф.Пушиной, 69	Общественная организация	Удмуртская Республика	Исключена
Общественные объединения	1812010266	"Воткинская городская общественная организация сотрудников правоохранительных органов ""БАРС"	1041801553254		Ул. 1905 г., 13-54	Общественная организация	Удмуртская Республика	Исключена
Общественные объединения	1812011138	"Удмуртское региональное отделение Общероссийской общественной организации ""Российская организация сотрудников правоохранительных органов"	1031802490983	20.06.2005	ул.Пушкинская, 177	Общественная организация	Удмуртская Республика	Исключена
Общественные объединения	1812010069	Октябрьская районная общественная организация ветеранов войны, труда, Вооруженных сил и правоохранительных органовг. Ижевска	1031802487408	04.02.2003	Удмуртская Республика, г.Ижевск, ул. Кирова, д.115	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011825	Сарапульская городская общественная организация ветеранов (пенсионеров) войны, труда, вооруженных сил и правоохранительных органов	1071800000084	29.01.2007	Удмуртская Республика, г. Сарапул, ул. Красная площадь, 8-103	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812010047	Удмуртская республиканская общественная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1021800001244	08.10.2002	Удмуртская Республика, г.Ижевск, ул. 50 лет Октября, 15-202	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011824	Глазовская городская общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1071800000140	01.02.2007	Удмуртская Республика, г. Глазов, ул.Энгельса, д.30а	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011836	Игринская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1071800000502	17.04.2007	427145, Удмуртская Республика, Игринский район, п.Игра, ул.Милиционная, д. 2	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812011832	Сарапульская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1071800000315	12.03.2007	Удмуртская Республика, г. Сарапул, ул.Лермонтова, д.30	Общественная организация	Удмуртская Республика	Зарегистрирована
Общественные объединения	1812010121	"Общественная организация оказания помощи ветеранам и сотрудникам правоохранительных органов Удмуртской Республики ""Щит"	1111800000333	16.03.2011	427100, УР, Якшур-Бодьинский район, с. Якшур-Бодья, ул. Ленина, д. 30а	Общественная организация	Удмуртская Республика	Зарегистрирована
Некоммерческие организации	1814010208	"Региональный правозащитный Фонд оказания правовой и судебной защиты граждан и предпринимателей Удмуртской Республики от незаконных действий правоохранительных органов ""НАРОДНАЯ ЗАЩИТА"	1121800001179	03.08.2012	426033, Удмуртская Республика, г. Ижевск, ул. 30.лет Победы, д. 7а	Некоммерческий фонд	Удмуртская Республика	Зарегистрирована
